Name,Domains,Notes,Attachments
Новгородская область,"borovichsky.nvg.sudrf.ru,chudovsky.nvg.sudrf.ru,oblsud.nvg.sudrf.ru,usd.nvg.sudrf.ru,novgorod.arbitr.ru,53.fsin.su,www.53.fsin.su,r53.fss.ru,novgorodstat.gks.ru,novgorod.izbirkom.ru,www.novgorod.izbirkom.ru,53.mchs.gov.ru,www.53.mchs.gov.ru,to53.minjust.ru,30.nvg.msudrf.ru,53.mvd.ru,borovichi.53.mvd.ru,chudovo.53.mvd.ru,demyansk.53.mvd.ru,khvoynaya.53.mvd.ru,krestcy.53.mvd.ru,med.53.mvd.ru,mvishera.53.mvd.ru,novgorodskiy.53.mvd.ru,okulovka.53.mvd.ru,parfino.53.mvd.ru,pestovo.53.mvd.ru,shimsk.53.mvd.ru,soltcy.53.mvd.ru,starorusskiy.53.mvd.ru,valday.53.mvd.ru,vn.53.mvd.ru,cpp-nnov.nalog.ru,tu53.rosim.ru,tu53.old.rosim.ru,novgorod.roskazna.ru,53.rospotrebnadzor.ru,www.53.rospotrebnadzor.ru,53.sledcom.ru,vnovgorod.sledcom.ru,ngr.ssrf.ru",,
Новосибирская область,"2kir.nsk.msudrf.ru,3kir.nsk.msudrf.ru,6kir.nsk.msudrf.ru,7kir.nsk.msudrf.ru,kirovsky.nsk.sudrf.ru,centralny.nsk.sudrf.ru,berdsky.nsk.sudrf.ru,kupinsky.nsk.sudrf.ru,leninsky.nsk.sudrf.ru,oblsud.nsk.sudrf.ru,oktiabrsky.nsk.sudrf.ru,tatarsky.nsk.sudrf.ru,usd.nsk.sudrf.ru,zaelcovsky.nsk.sudrf.ru,zheleznodorozhny.nsk.sudrf.ru,novosib.arbitr.ru,novosibirsk.fas.gov.ru,54.fsin.su,www.54.fsin.su,r54.fss.ru,www.r54.fss.ru,novosibstat.gks.ru,54.mchs.gov.ru,www.54.mchs.gov.ru,to54.minjust.ru,1cnt.nsk.msudrf.ru,1kln.nsk.msudrf.ru,2cnt.nsk.msudrf.ru,2nsk.nsk.msudrf.ru,2okt.nsk.msudrf.ru,3okt.nsk.msudrf.ru,3prv.nsk.msudrf.ru,3zhl.nsk.msudrf.ru,4brd.nsk.msudrf.ru,4cnt.nsk.msudrf.ru,4dzr.nsk.msudrf.ru,4isk.nsk.msudrf.ru,4nsk.nsk.msudrf.ru,4okt.nsk.msudrf.ru,5len.nsk.msudrf.ru,6sov.nsk.msudrf.ru,dvl.nsk.msudrf.ru,54.mvd.ru,tu54.rosim.ru,tu54.old.rosim.ru,novosibirsk.roskazna.ru,54.rospotrebnadzor.ru,www.54.rospotrebnadzor.ru,nsk.sledcom.ru,nvs.ssrf.ru,nvi.rosgvard.ru,novosibirsk.izbirkom.ru,www.novosibirsk.izbirkom.ru",,
Омская область,"omsk.arbitr.ru,omsk.fas.gov.ru,55.fsin.su,www.55.fsin.su,omsk.gks.ru,55.mchs.gov.ru,www.55.mchs.gov.ru,to55.minjust.ru,109.oms.msudrf.ru,16.oms.msudrf.ru,20.oms.msudrf.ru,42.oms.msudrf.ru,46.oms.msudrf.ru,49.oms.msudrf.ru,60.oms.msudrf.ru,71.oms.msudrf.ru,76.oms.msudrf.ru,83.oms.msudrf.ru,86.oms.msudrf.ru,55.mvd.ru,oma.mvd.ru,tu55.rosim.ru,omsk.roskazna.ru,omsk.sledcom.ru,nyandomasud.arh.sudrf.ru,oms.ssrf.ru,azovocourt.oms.sudrf.ru,octobercourt.oms.sudrf.ru,odesskcourt.oms.sudrf.ru,sargatcourt.oms.sudrf.ru,tavrichcourt.oms.sudrf.ru,tukalacourt.oms.sudrf.ru,usd.oms.sudrf.ru,kirovcourt.oms.sudrf.ru,oblsud.oms.sudrf.ru,okvk.mil.ru,100.oms.msudrf.ru,omsk.izbirkom.ru,www.omsk.izbirkom.ru",,
Оренбургская область,"www.orenburg.arbitr.ru,56.fsin.su,orenstat.gks.ru,orenburg.izbirkom.ru,www.orenburg.izbirkom.ru,56.mchs.gov.ru,www.56.mchs.gov.ru,to56.minjust.ru,56.mvd.ru,med.56.mvd.ru,oren.56.mvd.ru,www.56.mvd.ru,tu56.rosim.ru,orenburg.roskazna.ru,56.rospotrebnadzor.ru,www.56.rospotrebnadzor.ru,56.sledcom.ru,oren.sledcom.ru,ore.ssrf.ru,abdulinsky.orb.sudrf.ru,akbulaksky.orb.sudrf.ru,belyaevsky.orb.sudrf.ru,buguruslansky.orb.sudrf.ru,buzuluksky.orb.sudrf.ru,centralny.orb.sudrf.ru,dombarovsky.orb.sudrf.ru,kvarkensky.orb.sudrf.ru,leninsky.orb.sudrf.ru,leninskyorsk.orb.sudrf.ru,mednogorsky.orb.sudrf.ru,novosergievsky.orb.sudrf.ru,oblsud.orb.sudrf.ru,orenburgsky.orb.sudrf.ru,promyshleny.orb.sudrf.ru,sol-iletsky.orb.sudrf.ru,sorochinsky.orb.sudrf.ru,sovetsky.orb.sudrf.ru,242.56.mvd.ru,245.56.mvd.ru,246.56.mvd.ru,247.56.mvd.ru,248.56.mvd.ru,230.56.mvd.ru,231.56.mvd.ru,233.56.mvd.ru,234.56.mvd.ru,235.56.mvd.ru,236.56.mvd.ru,237.56.mvd.ru,239.56.mvd.ru,251.56.mvd.ru,252.56.mvd.ru,255.56.mvd.ru,258.56.mvd.ru,261.56.mvd.ru,262.56.mvd.ru,263.56.mvd.ru,264.56.mvd.ru,265.56.mvd.ru,267.56.mvd.ru,268.56.mvd.ru,276.56.mvd.ru",,
Орловская область,"tu71.rosim.ru,tu71.old.rosim.ru,57.fsin.su,www.57.fsin.su,r57.fss.ru,orel.gks.ru,orel.izbirkom.ru,www.orel.izbirkom.ru,57.mchs.gov.ru,www.57.mchs.gov.ru,57.mvd.ru,eios.orui.mvd.ru,msch.57.mvd.ru,orui.mvd.ru,tu57.rosim.ru,tu57.old.rosim.ru,orel.roskazna.ru,57.sledcom.ru,orel.sledcom.ru,orl.ssrf.ru,livensky.orl.sudrf.ru,oblsud.orl.sudrf.ru,orlovsky.orl.sudrf.ru,pokrovsky.orl.sudrf.ru,sverdlovsky.orl.sudrf.ru,sovetsky.orl.sudrf.ru,1sev.orl.msudrf.ru,zavodskoy.orl.sudrf.ru,zheleznodorozhny.orl.sudrf.ru,to57.minjust.ru",,
Пензенская область,"tu13.old.rosim.ru,tu13.rosim.ru,www.penza.arbitr.ru,pnz.gks.ru,58.mchs.gov.ru,to58.minjust.ru,58.mvd.ru,msh.58.mvd.ru,pf.vipk.mvd.ru,tu58.old.rosim.ru,penza.roskazna.ru,58.sledcom.ru,penza.sledcom.ru,pnz.ssrf.ru,kamensky.pnz.sudrf.ru,leninsky.pnz.sudrf.ru,lopatinsky.pnz.sudrf.ru,neverkinsky.pnz.sudrf.ru,nizhnelomovsky.pnz.sudrf.ru,serdobinsky.pnz.sudrf.ru,tamalinsky.pnz.sudrf.ru,zarechensky.pnz.sudrf.ru,tu58.rosim.ru,58.rospotrebnadzor.ru,ugadn5813.tu.rostransnadzor.ru,git58.rostrud.ru,58.rpn.gov.ru,r58.fssprus.ru,ru58.fmbaros.ru,mru58.fmbaros.ru,penza.izbirkom.ru,www.penza.izbirkom.ru",,
Пермский край,"www.perm.arbitr.ru,perm.fas.gov.ru,59.fsin.su,pi.fsin.su,www.59.fsin.su,permstat.gks.ru,permkrai.izbirkom.ru,www.permkrai.izbirkom.ru,59.mchs.gov.ru,www.59.mchs.gov.ru,to59.minjust.ru,112.perm.msudrf.ru,117.perm.msudrf.ru,128.perm.msudrf.ru,137.perm.msudrf.ru,138.perm.msudrf.ru,14.perm.msudrf.ru,16.perm.msudrf.ru,17.perm.msudrf.ru,19.perm.msudrf.ru,2.perm.msudrf.ru,21.perm.msudrf.ru,23.perm.msudrf.ru,24.perm.msudrf.ru,26.perm.msudrf.ru,28.perm.msudrf.ru,30.perm.msudrf.ru,32.perm.msudrf.ru,34.perm.msudrf.ru,35.perm.msudrf.ru,37.perm.msudrf.ru,4.perm.msudrf.ru,40.perm.msudrf.ru,47.perm.msudrf.ru,5.perm.msudrf.ru,50.perm.msudrf.ru,58.perm.msudrf.ru,59.perm.msudrf.ru,6.perm.msudrf.ru,62.perm.msudrf.ru,77.perm.msudrf.ru,89.perm.msudrf.ru,59.mvd.ru,msh.59.mvd.ru,www.59.mvd.ru,tu59.rosim.ru,tu59.old.rosim.ru,perm.roskazna.ru,59.sledcom.ru,perm.sledcom.ru,per.ssrf.ru,berezn.perm.sudrf.ru,bolshesos.perm.sudrf.ru,chernush.perm.sudrf.ru,chusovoi.perm.sudrf.ru,dobryan.perm.sudrf.ru,dzerjin.perm.sudrf.ru,gornozav.perm.sudrf.ru,ilinsk.perm.sudrf.ru,kirov.perm.sudrf.ru,kizel.perm.sudrf.ru,kochevsky.perm.sudrf.ru,krasnovish.perm.sudrf.ru,kueda.perm.sudrf.ru,motovil.perm.sudrf.ru,oblsud.perm.sudrf.ru,ocher.perm.sudrf.ru,ohansk.perm.sudrf.ru,ordgonik.perm.sudrf.ru,permsk.perm.sudrf.ru,solikam.perm.sudrf.ru,suksun.perm.sudrf.ru,sverdlov.perm.sudrf.ru,usd.perm.sudrf.ru,voen.perm.sudrf.ru,113.perm.msudrf.ru,gaynsky.perm.sudrf.ru,perm.izbirkom.ru",,
Приморский край,"anuchinsky.prm.sudrf.ru,artemovsky.prm.sudrf.ru,chuguevsky.prm.sudrf.ru,dalnegorsky.prm.sudrf.ru,fokinsky.prm.sudrf.ru,hankaisky.prm.sudrf.ru,hasansky.prm.sudrf.ru,kraevoy.prm.sudrf.ru,lazovskiy.prm.sudrf.ru,leninsky.prm.sudrf.ru,lesozavodsky.prm.sudrf.ru,nahodkinsky.prm.sudrf.ru,pervomaysky.prm.sudrf.ru,pogranichny.prm.sudrf.ru,sovetsky.prm.sudrf.ru,ugvs.prm.sudrf.ru,usd.prm.sudrf.ru,ussuriysky.prm.sudrf.ru,102.prm.msudrf.ru,primkray.arbitr.ru,primorie.fas.gov.ru,25.fsin.su,www.25.fsin.su,r25.fss.ru,www.r25.fss.ru,primstat.gks.ru,primorsk.izbirkom.ru,www.primorsk.izbirkom.ru,25.mchs.gov.ru,www.25.mchs.gov.ru,to25.minjust.ru,32.prm.msudrf.ru,33.prm.msudrf.ru,47.prm.msudrf.ru,msud193.krd.msudrf.ru,prm.msudrf.ru,25.mvd.ru,med.25.mvd.ru,msch.25.mvd.ru,prahtarsk.23.mvd.ru,tu25.rosim.ru,tu25.old.rosim.ru,vladivostok.roskazna.ru,primorsky.sledcom.ru,pri.ssrf.ru,41.prm.msudrf.ru,12.prm.msudrf.ru,13.prm.msudrf.ru,6.prm.msudrf.ru,67.prm.msudrf.ru,91.prm.msudrf.ru,16.prm.msudrf.ru,17.prm.msudrf.ru,2.prm.msudrf.ru,20.prm.msudrf.ru,23.prm.msudrf.ru,37.prm.msudrf.ru,46.prm.msudrf.ru,ars.25.mvd.ru,art.25.mvd.ru",,
Псковская область,"pskov.arbitr.ru,www.pskov.arbitr.ru,60.fsin.su,pui.fsin.su,www.60.fsin.su,pskovstat.gks.ru,pskov.izbirkom.ru,www.pskov.izbirkom.ru,60.mchs.gov.ru,to60.minjust.ru,60.mvd.ru,msh.60.mvd.ru,tu53.rosim.ru,tu60.rosim.ru,pskov.roskazna.ru,60.rospotrebnadzor.ru,www.60.rospotrebnadzor.ru,60.sledcom.ru,pskov.sledcom.ru,psk.ssrf.ru,dnovsky.psk.sudrf.ru,gdovsky.psk.sudrf.ru,gvs.psk.sudrf.ru,nevelsky.psk.sudrf.ru,opochecky.psk.sudrf.ru,ostrovsky.psk.sudrf.ru,pechorsky.psk.sudrf.ru,porhovsky.psk.sudrf.ru,pskovskygor.psk.sudrf.ru,velikolukskygor.psk.sudrf.ru,loknyansky.psk.sudrf.ru,palkinsky.psk.sudrf.ru",,
Республика Адыгея,"01.fsin.su,www.01.fsin.su,r01.fssprus.ru,www.r01.fssprus.ru,01.mchs.gov.ru,www.01.mchs.gov.ru,to01.minjust.ru,01.mvd.ru,ad.01.mvd.ru,gi.01.mvd.ru,ko.01.mvd.ru,kr.01.mvd.ru,ma.01.mvd.ru,msh.01.mvd.ru,ta.01.mvd.ru,tu.01.mvd.ru,deti.r01.nalog.ru,tu01.rosim.ru,tu01.old.rosim.ru,01.rospotrebnadzor.ru,fbuz01.rospotrebnadzor.ru,git01.rostrud.ru,01.sledcom.ru,tu23.rosim.ru,giaginsky.adg.sudrf.ru,krasnogvardeysky.adg.sudrf.ru,maikopsky.adg.sudrf.ru,maikopskyr.adg.sudrf.ru,vs.adg.sudrf.ru,adyg.arbitr.ru,adygei.izbirkom.ru,www.adygei.izbirkom.ru,adygeya.roskazna.ru,adygheya.sledcom.ru,ad.ssrf.ru,www.adygei.vybory.izbirkom.ru,dev.adygeya.roskazna.ru,old.adygeya.roskazna.ru",,
Республика Алтай,"04.mchs.gov.ru,www.04.mchs.gov.ru,r04.fssprus.ru,www.r04.fssprus.ru,www.04.fsin.su,git04.rostrud.ru,04.rospotrebnadzor.ru,tu04.rosim.ru,04.sledcom.ru,akstat.gks.ru,tu22.rosim.ru,tu22.old.rosim.ru,r-altay.roskazna.ru,altai.sledcom.ru,usd.ralt.sudrf.ru,vs.ralt.sudrf.ru,maiminsky.ralt.sudrf.ru,gorno-altaisky.ralt.sudrf.ru,chemalsky.ralt.sudrf.ru,al.ssrf.ru,maimms2.ralt.msudrf.ru,galtms2.ralt.msudrf.ru,altai.arbitr.ru,04.gosuslugi.ru,ugadn0422.tu.rostransnadzor.ru,alt.vkks.ru,www.altai_rep.izbirkom.ru,www.altai-rep.izbirkom.ru",,
Республика Башкортостан,"02.fsin.su,www.02.fsin.su,r02.fss.ru,r02.fssprus.ru,www.r02.fssprus.ru,02.gibdd.ru,02.mchs.gov.ru,www.02.mchs.gov.ru,to02.minjust.ru,02.mvd.ru,mail02.mvd.ru,msh.02.mvd.ru,neftekamck.02.mvd.ru,neftekamsk.02.mvd.ru,salavat.02.mvd.ru,umvd.02.mvd.ru,uvo.02.mvd.ru,deti.r02.nalog.ru,tu02.rosim.ru,tu02.old.rosim.ru,02.rospotrebnadzor.ru,to02.rosreestr.ru,www.to02.rosreestr.ru,git02.rostrud.ru,02.rpn.gov.ru,02.sledcom.ru,bash.fas.gov.ru,ufa.arbitr.ru,bashstat.gks.ru,to03.minjust.ru,1.bkr.msudrf.ru,100.bkr.msudrf.ru,11.bkr.msudrf.ru,120.bkr.msudrf.ru,122.bkr.msudrf.ru,126.bkr.msudrf.ru,130.bkr.msudrf.ru,140.bkr.msudrf.ru,141.bkr.msudrf.ru,143.bkr.msudrf.ru,179.bkr.msudrf.ru,180.bkr.msudrf.ru,186.bkr.msudrf.ru,19.bkr.msudrf.ru,191.bkr.msudrf.ru,201.bkr.msudrf.ru,204.bkr.msudrf.ru,205.bkr.msudrf.ru,206.bkr.msudrf.ru,23.bkr.msudrf.ru,24.bkr.msudrf.ru,27.bkr.msudrf.ru,28.bkr.msudrf.ru,33.bkr.msudrf.ru,34.bkr.msudrf.ru,36.bkr.msudrf.ru,46.bkr.msudrf.ru,47.bkr.msudrf.ru,72.bkr.msudrf.ru,74.bkr.msudrf.ru,87.bkr.msudrf.ru,88.bkr.msudrf.ru,94.bkr.msudrf.ru,98.bkr.msudrf.ru,99.bkr.msudrf.ru,25.bkr.msudrf.ru,abzelilovsky.bkr.sudrf.ru,belebeevsky.bkr.sudrf.ru,belorecky.bkr.sudrf.ru,blagoveschensky.bkr.sudrf.ru,diurtiulinsky.bkr.sudrf.ru,duvansky.bkr.sudrf.ru,gafuriysky.bkr.sudrf.ru,gvs.bkr.sudrf.ru,iglinsky.bkr.sudrf.ru,ilishevsky.bkr.sudrf.ru,kirovsky.bkr.sudrf.ru,kumertauskiy.bkr.sudrf.ru,leninsky.bkr.sudrf.ru,meleuzovsky.bkr.sudrf.ru,neftekamsky.bkr.sudrf.ru,salavatsky.bkr.sudrf.ru,sovetsky.bkr.sudrf.ru,uchalinsky.bkr.sudrf.ru,usd.bkr.sudrf.ru,vs.bkr.sudrf.ru,yanaulsky.bkr.sudrf.ru,zilairsky.bkr.sudrf.ru,10.bkr.msudrf.ru,ufa.roskazna.ru,surb.sledcom.ru,ba.ssrf.ru,uniim.rospotrebnadzor.ru,03reg.roszdravnadzor.ru,13.bkr.msudrf.ru,29.bkr.msudrf.ru,31.bkr.msudrf.ru,58.bkr.msudrf.ru,30.bkr.msudrf.ru,32.bkr.msudrf.ru,37.bkr.msudrf.ru,38.bkr.msudrf.ru,42.bkr.msudrf.ru,43.bkr.msudrf.ru,5.bkr.msudrf.ru,54.bkr.msudrf.ru,57.bkr.msudrf.ru,59.bkr.msudrf.ru,64.bkr.msudrf.ru,67.bkr.msudrf.ru,9.bkr.msudrf.ru,bashkortostan.izbirkom.ru,www.bashkortostan.izbirkom.ru,www.bashkortostan.vybory.izbirkom.ru",,
Республика Бурятия,"04.mvd.ru,msh.04.mvd.ru,to04.minjust.ru,buryatia.mid.ru,buryatia.sledcom.ru,buryatia.arbitr.ru,buryatia.fas.gov.ru,buryatia.roskazna.ru,old.buryatia.roskazna.ru,zheleznodorozhniy.bur.sudrf.ru,vs.bur.sudrf.ru,usd.bur.sudrf.ru,sovetsky.bur.sudrf.ru,horinsky.bur.sudrf.ru,sev1.bur.msudrf.ru,03.fsin.su,www.03.fsin.su,r03.fss.ru,burstat.gks.ru,www.buriat.izbirkom.ru,03.mchs.gov.ru,bur.msudrf.ru,ivolg.bur.msudrf.ru,prib2.bur.msudrf.ru,sel2.bur.msudrf.ru,sel3.bur.msudrf.ru,03.mvd.ru,msch.03.mvd.ru,tu03.rosim.ru,tu75.rosim.ru,03.rospotrebnadzor.ru,bu.ssrf.ru,www.to03.rosreestr.ru,ugadn0338.tu.rostransnadzor.ru,git03.rostrud.ru,03reg.roszdravnadzor.ru,03.rpn.gov.ru,barguzinskii.03.mvd.ru,baunt.03.mvd.ru,bichura.03.mvd.ru,dzhida.03.mvd.ru,horinskii.03.mvd.ru,ivolga.03.mvd.ru,kabansk.03.mvd.ru,msk.03.mvd.ru,muhorshibir.03.mvd.ru,pribaikal.03.mvd.ru,kyahta.03.mvd.ru,mail03.mvd.ru,selenga.03.mvd.ru,severobaikalsk.03.mvd.ru,tarbagatai.03.mvd.ru,tunkinskii.03.mvd.ru,ulan-ude.03.mvd.ru,uvo.03.mvd.ru,zaigraevo.03.mvd.ru,zakamna.03.mvd.ru,deti.r03.nalog.ru,03.gibdd.ru,www.r03.fssprus.ru,r03.fssprus.ru,www.buriat.vybory.izbirkom.ru",,
Республика Дагестан,"05.mvd.ru,msh.05.mvd.ru,05.mchs.gov.ru,to05.minjust.ru,www.05.mchs.gov.ru,05.rospotrebnadzor.ru,05.rkn.gov.ru,tu05.old.rosim.ru,tu05.rosim.ru,git05.rostrud.ru,www.git05.rostrud.ru,05.rpn.gov.ru,05.sledcom.ru,105.sledcom.ru,www.05.fsin.su,r05.fssprus.ru,www.r05.fssprus.ru,dagstat.gks.ru,sso.dagstat.gks.ru,derbent-gs.dag.sudrf.ru,derbent-rs.dag.sudrf.ru,hivskiy.dag.sudrf.ru,kaspiyskiy.dag.sudrf.ru,kirovskiy.dag.sudrf.ru,kizljar-rs.dag.sudrf.ru,lakskiy.dag.sudrf.ru,mgvs.dag.sudrf.ru,nogayskiy.dag.sudrf.ru,shamilskiy.dag.sudrf.ru,sovetskiy.dag.sudrf.ru,vs.dag.sudrf.ru,dagestan.roskazna.ru,dagestan.izbirkom.ru,www.dagestan.izbirkom.ru,www.dagestan.vybory.izbirkom.ru,dagestan.sledcom.ru,1.dag.msudrf.ru,13.dag.msudrf.ru,45.dag.msudrf.ru,da.ssrf.ru,mahachkala.arbitr.ru,deti.r05.nalog.ru",,
Республика Ингушетия,"magassky.ing.sudrf.ru,malgobek.ing.sudrf.ru,www.06.fsin.su,06.mchs.gov.ru,www.06.mchs.gov.ru,to06.minjust.ru,ing.msudrf.ru,06.mvd.ru,msh.06.mvd.ru,tu06.rosim.ru,ingushetia.roskazna.ru,06.rospotrebnadzor.ru,www.06.rospotrebnadzor.ru,06.sledcom.ru,ingushetia.sledcom.ru,www.ingush.izbirkom.ru",,
Республика Калмыкия,"celinny.kalm.sudrf.ru,elistinsky.kalm.sudrf.ru,lagansky.kalm.sudrf.ru,sarpinsky.kalm.sudrf.ru,usd.kalm.sudrf.ru,vs.kalm.sudrf.ru,yashkulsky.kalm.sudrf.ru,yustinsky.kalm.sudrf.ru,08.mchs.gov.ru,to08.minjust.ru,08.mvd.ru,msch.08.mvd.ru,tu08.rosim.ru,tu08.old.rosim.ru,kalmykia.roskazna.ru,08.sledcom.ru,kalmykia.sledcom.ru,kl.ssrf.ru,www.08.fsin.su,kalmyk.arbitr.ru,astrastat.gks.ru,kalmyk.izbirkom.ru,www.kalmyk.izbirkom.ru",,
Республика Карелия,"kemsky.kar.sudrf.ru,kostomukshsky.kar.sudrf.ru,muezersky.kar.sudrf.ru,olonecky.kar.sudrf.ru,petrozavodsky.kar.sudrf.ru,pitkiaransky.kar.sudrf.ru,priazhsky.kar.sudrf.ru,prionezhsky.kar.sudrf.ru,sortavalsky.kar.sudrf.ru,vs.kar.sudrf.ru,karelia.arbitr.ru,10.fsin.su,www.10.fsin.su,r10.fss.ru,krl.gks.ru,karel.izbirkom.ru,www.karel.izbirkom.ru,10.mchs.gov.ru,to10.minjust.ru,10.mvd.ru,mch.10.mvd.ru,med-old.10.mvd.ru,tu10.old.rosim.ru,karelia.roskazna.ru,10.rospotrebnadzor.ru,10.sledcom.ru,karelia.sledcom.ru,kr.ssrf.ru,tu10.rosim.ru,tu51.rosim.ru,tu51.old.rosim.ru",,
Республика Коми,"komi.gks.ru,websbor.komi.gks.ru,komi.arbitr.ru,severny.komi.msudrf.ru,shahtersky.komi.msudrf.ru,taezhny.komi.msudrf.ru,timansky.komi.msudrf.ru,tundrovy.komi.msudrf.ru,vilgortsky.komi.msudrf.ru,vodnensky.komi.msudrf.ru,vorgashorsky.komi.msudrf.ru,yubileyny.komi.msudrf.ru,zapadny.komi.msudrf.ru,zelenecky.komi.msudrf.ru,izmasud.komi.sudrf.ru,priluz.komi.sudrf.ru,syktsud.komi.sudrf.ru,usd.komi.sudrf.ru,usinsksud.komi.sudrf.ru,uzmasud.komi.sudrf.ru,vs.komi.sudrf.ru,komi.sledcom.ru,www.komi.fas.gov.ru,komi.roskazna.ru,old.komi.roskazna.ru,komi.izbirkom.ru,www.komi.izbirkom.ru,www.komi.vybory.izbirkom.ru,centralny.komi.msudrf.ru,chibiusky.komi.msudrf.ru,devonsky.komi.msudrf.ru,dimitrovsky.komi.msudrf.ru,evmalskij.komi.msudrf.ru,gorny.komi.msudrf.ru,gornyacky.komi.msudrf.ru,kutuzovsky.komi.msudrf.ru,lesozavodsky.komi.msudrf.ru,magistralny.komi.msudrf.ru,pripolyarny.komi.msudrf.ru,promishlenny.komi.msudrf.ru,rechnoy.komi.msudrf.ru,11.fsin.su,www.11.fsin.su,11.mchs.gov.ru,www.11.mchs.gov.ru,to11.minjust.ru,msh.11.mvd.ru,tu11.rosim.ru,tu11.old.rosim.ru,11.sledcom.ru,ko.ssrf.ru,11.mvd.ru",,
Республика Крым,"crimea.arbitr.ru,krim.fsin.su,crimea.gks.ru,crimea.izbirkom.ru,www.crimea.izbirkom.ru,82.mchs.gov.ru,to82.minjust.ru,82.mvd.ru,krmut.mvd.ru,krymsk.23.mvd.ru,msch.82.mvd.ru,www.82.mvd.ru,krym.roskazna.ru,82.rospotrebnadzor.ru,crim.sledcom.ru,sevastopol.sledcom.ru,krm.ssrf.ru,vs.krm.sudrf.ru,feodosiya.krm.sudrf.ru,www.crimea.vybory.izbirkom.ru",,
Республика Марий Эл,"mari-el.arbitr.ru,12.fsin.su,www.12.fsin.su,r12.fss.ru,maristat.gks.ru,12.mchs.gov.ru,to12.minjust.ru,12.mvd.ru,msh.12.mvd.ru,tu12.rosim.ru,mariy-el.roskazna.ru,12.rospotrebnadzor.ru,ms1.12.rospotrebnadzor.ru,12.sledcom.ru,mari.sledcom.ru,me.ssrf.ru,medvedevsky.mari.sudrf.ru,sernursky.mari.sudrf.ru,vs.mari.sudrf.ru,yoshkarolinsky.mari.sudrf.ru,tu12.old.rosim.ru,tu13.old.rosim.ru,tu13.rosim.ru,11yo.mari.msudrf.ru,www.mari-el.izbirkom.ru",,
Республика Мордовия,"tu13.old.rosim.ru,tu13.rosim.ru,asrm.arbitr.ru,13.fsin.su,www.13.fsin.su,r13.fss.ru,mrd.gks.ru,13.mchs.gov.ru,to13.minjust.ru,13.mvd.ru,msh.13.mvd.ru,mordovia.roskazna.ru,13.rospotrebnadzor.ru,www.13.rospotrebnadzor.ru,13.sledcom.ru,mordovia.sledcom.ru,mo.ssrf.ru,ardatovsky.mor.sudrf.ru,aturevsky.mor.sudrf.ru,atyashevsky.mor.sudrf.ru,chamzinsky.mor.sudrf.ru,dubensky.mor.sudrf.ru,elnikovsky.mor.sudrf.ru,ichalkovsky.mor.sudrf.ru,insarsky.mor.sudrf.ru,kovilkinsky.mor.sudrf.ru,leninsky.mor.sudrf.ru,oktyabrsky.mor.sudrf.ru,proletarsky.mor.sudrf.ru,romodanovsky.mor.sudrf.ru,ruzaevsky.mor.sudrf.ru,temnikovsky.mor.sudrf.ru,torbeevsky.mor.sudrf.ru,usd.mor.sudrf.ru,vs.mor.sudrf.ru,mordov.izbirkom.ru,www.mordov.izbirkom.ru",,
Республика Саха (Якутия),"abiy.jak.sudrf.ru,aldan.jak.sudrf.ru,gvs.jak.sudrf.ru,jakutsky.jak.sudrf.ru,kob.jak.sudrf.ru,nyurba.jak.sudrf.ru,tompo.jak.sudrf.ru,vilyui.jak.sudrf.ru,vs.jak.sudrf.ru,zhig.jak.sudrf.ru,www.yakutsk.arbitr.ru,yakutsk.arbitr.ru,r14.fss.ru,sakha.gks.ru,stat.sakha.gks.ru,stat.sakha.gks.ru:8899,www.yakut.izbirkom.ru,14.mchs.gov.ru,to14.minjust.ru,sakha28.yak.msudrf.ru,sakha37.yak.msudrf.ru,sakha46.yak.msudrf.ru,sakha49.yak.msudrf.ru,sakha62.yak.msudrf.ru,14.mvd.ru,my.14.mvd.ru,ompo.14.mvd.ru,www.14.mvd.ru,tu14.rosim.ru,tu14.old.rosim.ru,sakha.roskazna.ru,14.sledcom.ru,ykt.sledcom.ru,sa.ssrf.ru,www.yakut.vybory.izbirkom.ru",,
Республика Северная Осетия-Алания,"alania.arbitr.ru,15.fsin.su,www.15.fsin.su,15.mchs.gov.ru,www.15.mchs.gov.ru,to15.minjust.ru,15.mvd.ru,msh.15.mvd.ru,tu15.rosim.ru,alania.roskazna.ru,15.sledcom.ru,osetia.sledcom.ru,alagirsky.wlk.sudrf.ru,irafsky.wlk.sudrf.ru,leninsky.wlk.sudrf.ru,prigorodni.wlk.sudrf.ru,sovetsky.wlk.sudrf.ru,vs.wlk.sudrf.ru,www.n-osset-alania.izbirkom.ru,www.n_osset-alania.izbirkom.ru",,
